analysis,sla_locus,hla_subgroup,hla_locus,n_sla_sequences,mean_ensemble_probability,summed_ensemble_probability,sd_across_seeds,loo_mean_min,loo_mean_max,frac_sequences_top_subgroup,mean_seeds_voting_this_subgroup,edge_weight_mean_mass,edge_weight_summed_mass,stability_inverse_cv,original_figure2_threshold_note
class1,SLA-2,B13,B,97,0.02124,2.06027,0.027361,0.009656,0.025986,0.0206,0.1546,0.02124,2.06027,0.7763,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B14,B,97,0.012956,1.256684,0.014176,0.007029,0.015421,0.0103,0.0515,0.012956,1.256684,0.9139,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B15,B,97,0.044655,4.331556,0.025801,0.034001,0.050081,0.1134,0.2784,0.044655,4.331556,1.7307,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B18,B,97,0.006377,0.618597,0.008774,0.002571,0.00775,0.0,0.0,0.006377,0.618597,0.7268,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B27,B,97,0.019681,1.909027,0.028331,0.007116,0.023697,0.0,0.1443,0.019681,1.909027,0.6947,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B35,B,97,0.002354,0.228347,0.001351,0.001972,0.002721,0.0,0.0,0.002354,0.228347,1.7424,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B37,B,97,0.022419,2.174653,0.027502,0.010311,0.027126,0.0103,0.1649,0.022419,2.174653,0.8152,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B38,B,97,0.005255,0.509746,0.00641,0.002449,0.006353,0.0,0.0,0.005255,0.509746,0.8198,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B39,B,97,0.003569,0.34623,0.003545,0.002178,0.004362,0.0,0.0,0.003569,0.34623,1.0068,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B40,B,97,0.114659,11.121875,0.138831,0.063398,0.143158,0.2887,0.7938,0.114659,11.121875,0.8259,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B41,B,97,0.031819,3.086439,0.033324,0.017431,0.037893,0.0309,0.1649,0.031819,3.086439,0.9548,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B44,B,97,0.012009,1.164875,0.01416,0.005682,0.013802,0.0,0.0103,0.012009,1.164875,0.8481,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B46,B,97,0.011101,1.076842,0.007321,0.009278,0.013578,0.0,0.0309,0.011101,1.076842,1.5163,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B49,B,97,0.016637,1.613744,0.020537,0.008501,0.02007,0.0,0.0722,0.016637,1.613744,0.8101,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B50,B,97,0.021651,2.100139,0.016604,0.015954,0.025525,0.0,0.0722,0.021651,2.100139,1.304,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B51,B,97,0.00658,0.638284,0.004551,0.005023,0.007942,0.0,0.0309,0.00658,0.638284,1.4458,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B52,B,97,0.009256,0.897801,0.007331,0.006605,0.011145,0.0,0.0103,0.009256,0.897801,1.2626,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B53,B,97,0.006503,0.630753,0.007299,0.003542,0.008064,0.0,0.0,0.006503,0.630753,0.8909,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B55,B,97,0.01547,1.500563,0.013911,0.011901,0.01911,0.0,0.0619,0.01547,1.500563,1.1121,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B56,B,97,0.012925,1.253751,0.014752,0.008527,0.015949,0.0,0.0103,0.012925,1.253751,0.8762,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B57,B,97,0.018089,1.75462,0.009965,0.016078,0.022096,0.0,0.0928,0.018089,1.75462,1.8153,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B58,B,97,0.025669,2.489906,0.02738,0.016485,0.031996,0.0,0.1237,0.025669,2.489906,0.9375,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,B_Other,B,97,0.036463,3.536937,0.020374,0.030371,0.043806,0.0722,0.2268,0.036463,3.536937,1.7897,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C01,C,97,0.010521,1.020556,0.006498,0.007935,0.011915,0.0,0.0309,0.010521,1.020556,1.6191,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C02,C,97,0.008598,0.834014,0.01364,0.002522,0.010515,0.0,0.0206,0.008598,0.834014,0.6304,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C03,C,97,0.023365,2.266404,0.032179,0.010464,0.029171,0.0206,0.1546,0.023365,2.266404,0.7261,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C04,C,97,0.006549,0.635227,0.006991,0.003846,0.008104,0.0,0.0,0.006549,0.635227,0.9368,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C05,C,97,0.015012,1.45617,0.016042,0.00937,0.01868,0.0103,0.0619,0.015012,1.45617,0.9358,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C06,C,97,0.006809,0.660456,0.006693,0.00444,0.008196,0.0,0.0103,0.006809,0.660456,1.0173,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C07,C,97,0.007873,0.763688,0.006886,0.005433,0.009536,0.0103,0.0103,0.007873,0.763688,1.1433,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C08,C,97,0.030424,2.951127,0.033053,0.020431,0.037951,0.0103,0.2062,0.030424,2.951127,0.9205,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C12,C,97,0.008741,0.847918,0.008478,0.006268,0.010904,0.0,0.0206,0.008741,0.847918,1.031,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C14,C,97,0.009088,0.881518,0.006251,0.006695,0.010498,0.0,0.0412,0.009088,0.881518,1.4538,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C15,C,97,0.008361,0.811041,0.007704,0.005248,0.010297,0.0,0.0103,0.008361,0.811041,1.0853,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C16,C,97,0.008914,0.864688,0.01073,0.004181,0.010842,0.0,0.0206,0.008914,0.864688,0.8308,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C17,C,97,0.015831,1.535572,0.01983,0.008021,0.019579,0.0206,0.0928,0.015831,1.535572,0.7983,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-2,C_Other,C,97,0.004345,0.421468,0.002702,0.003518,0.00509,0.0,0.0,0.004345,0.421468,1.6081,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A01,A,43,0.038778,1.667434,0.059246,0.013173,0.048311,0.0,0.0,0.038778,1.667434,0.6545,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A02,A,43,0.091008,3.913355,0.0793,0.066346,0.111553,0.3256,0.4186,0.091008,3.913355,1.1476,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A03,A,43,0.079583,3.422058,0.172791,0.00231,0.099407,0.0233,0.814,0.079583,3.422058,0.4606,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A11,A,43,0.008342,0.358713,0.010437,0.003963,0.010207,0.0,0.0,0.008342,0.358713,0.7993,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A23,A,43,0.011276,0.484864,0.011766,0.007324,0.014024,0.0,0.0233,0.011276,0.484864,0.9584,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A24,A,43,0.016387,0.704651,0.026035,0.004906,0.020216,0.0,0.0233,0.016387,0.704651,0.6294,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A25,A,43,0.005879,0.252776,0.006122,0.004201,0.007151,0.0,0.0,0.005879,0.252776,0.9603,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A26,A,43,0.007104,0.305452,0.01223,0.001652,0.008787,0.0,0.0465,0.007104,0.305452,0.5809,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A29,A,43,0.064582,2.777016,0.114147,0.01436,0.080714,0.0465,0.5814,0.064582,2.777016,0.5658,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A30,A,43,0.00705,0.303157,0.010812,0.002289,0.008772,0.0,0.0233,0.00705,0.303157,0.6521,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A31,A,43,0.001645,0.070724,0.001149,0.001367,0.001967,0.0,0.0,0.001645,0.070724,1.4317,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A32,A,43,0.0046,0.197819,0.005872,0.002441,0.005703,0.0,0.0,0.0046,0.197819,0.7834,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A33,A,43,0.003187,0.13705,0.003256,0.001918,0.003967,0.0,0.0,0.003187,0.13705,0.9788,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A68,A,43,0.012752,0.548349,0.01355,0.007286,0.015601,0.0,0.0233,0.012752,0.548349,0.9411,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,A_Other,A,43,0.010562,0.454176,0.019375,0.0019,0.012847,0.0,0.0465,0.010562,0.454176,0.5451,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B07,B,43,0.059187,2.545034,0.064482,0.035256,0.073904,0.1395,0.3953,0.059187,2.545034,0.9179,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B08,B,43,0.027123,1.166297,0.031529,0.013535,0.032958,0.0,0.0233,0.027123,1.166297,0.8603,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B13,B,43,0.00852,0.366366,0.014415,0.002198,0.010617,0.0,0.186,0.00852,0.366366,0.5911,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B14,B,43,0.006192,0.266255,0.008478,0.002569,0.007721,0.0,0.0233,0.006192,0.266255,0.7304,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B15,B,43,0.027021,1.161888,0.022376,0.019953,0.032708,0.0233,0.0698,0.027021,1.161888,1.2076,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B18,B,43,0.011606,0.499041,0.016817,0.004704,0.014463,0.0,0.0233,0.011606,0.499041,0.6901,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B27,B,43,0.016464,0.707967,0.029796,0.003325,0.020487,0.0,0.186,0.016464,0.707967,0.5526,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B35,B,43,0.003011,0.12947,0.003661,0.001405,0.003622,0.0,0.0,0.003011,0.12947,0.8225,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B37,B,43,0.004775,0.205322,0.008048,0.0012,0.005915,0.0,0.0,0.004775,0.205322,0.5933,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B38,B,43,0.001942,0.083516,0.00271,0.000783,0.002421,0.0,0.0,0.001942,0.083516,0.7166,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B39,B,43,0.002007,0.086305,0.002027,0.001323,0.002506,0.0,0.0,0.002007,0.086305,0.9901,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B40,B,43,0.139426,5.995326,0.229645,0.039669,0.174106,0.4419,0.9535,0.139426,5.995326,0.6071,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B41,B,43,0.010291,0.442534,0.009664,0.006289,0.01233,0.0,0.0,0.010291,0.442534,1.0649,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B44,B,43,0.004414,0.189808,0.003785,0.003051,0.005399,0.0,0.0,0.004414,0.189808,1.1662,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B46,B,43,0.00621,0.267045,0.005987,0.004082,0.007694,0.0,0.0,0.00621,0.267045,1.0372,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B49,B,43,0.003657,0.157256,0.004761,0.001815,0.004549,0.0,0.0,0.003657,0.157256,0.7681,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B50,B,43,0.008795,0.378195,0.010002,0.00485,0.010965,0.0,0.0,0.008795,0.378195,0.8793,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B51,B,43,0.002139,0.091957,0.00287,0.000871,0.002646,0.0,0.0,0.002139,0.091957,0.7453,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B52,B,43,0.002023,0.087002,0.001772,0.001611,0.002502,0.0,0.0,0.002023,0.087002,1.1416,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B53,B,43,0.003933,0.169115,0.004447,0.002502,0.004883,0.0,0.0,0.003933,0.169115,0.8844,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B55,B,43,0.00841,0.361619,0.011654,0.003969,0.010504,0.0,0.0233,0.00841,0.361619,0.7216,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B56,B,43,0.009169,0.394286,0.012617,0.004709,0.011456,0.0,0.0,0.009169,0.394286,0.7267,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B57,B,43,0.008459,0.363718,0.009552,0.004452,0.010505,0.0,0.0,0.008459,0.363718,0.8856,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B58,B,43,0.02875,1.236256,0.036805,0.016082,0.035934,0.0,0.0465,0.02875,1.236256,0.7811,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,B_Other,B,43,0.034025,1.463093,0.034393,0.02061,0.042275,0.0,0.2558,0.034025,1.463093,0.9893,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C01,C,43,0.005364,0.230673,0.003326,0.00412,0.006377,0.0,0.0,0.005364,0.230673,1.6127,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C02,C,43,0.005886,0.253114,0.010577,0.001177,0.007305,0.0,0.0233,0.005886,0.253114,0.5565,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C03,C,43,0.01838,0.790335,0.02667,0.006945,0.022959,0.0,0.093,0.01838,0.790335,0.6892,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C04,C,43,0.005065,0.21781,0.005718,0.002714,0.00628,0.0,0.0,0.005065,0.21781,0.8858,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C05,C,43,0.023964,1.03046,0.040457,0.006149,0.029944,0.0,0.2326,0.023964,1.03046,0.5923,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C06,C,43,0.018842,0.810194,0.024812,0.008361,0.023395,0.0,0.0233,0.018842,0.810194,0.7594,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C07,C,43,0.048886,2.102118,0.043711,0.037835,0.060898,0.0,0.2558,0.048886,2.102118,1.1184,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C08,C,43,0.027111,1.165771,0.031673,0.014617,0.033886,0.0,0.093,0.027111,1.165771,0.856,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C12,C,43,0.00904,0.388709,0.013957,0.002924,0.011274,0.0,0.0,0.00904,0.388709,0.6477,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C14,C,43,0.005851,0.251582,0.008144,0.002541,0.007274,0.0,0.0,0.005851,0.251582,0.7184,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C15,C,43,0.007582,0.326015,0.008749,0.004381,0.009383,0.0,0.0465,0.007582,0.326015,0.8666,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-3,C16,C,43,0.008794,0.37814,0.011962,0.003681,0.010929,0.0,0.0233,0.008794,0.37814,0.7352,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
